Gene_Symbol	DES
OR4F5	0.00578034682080925
SAMD11	0.364161849710983
NOC2L	0.277456647398844
KLHL17	0.38150289017341
PLEKHN1	0
PERM1	0
HES4	0.196531791907514
ISG15	0.38728323699422
AGRN	0.317919075144509
RNF223	0
C1orf159	0.260115606936416
TTLL10	0.15028901734104
TNFRSF18	0.0809248554913295
TNFRSF4	0.138728323699422
SDF4	0.225433526011561
B3GALT6	0.254335260115607
UBE2J2	0.15606936416185
SCNN1D	0.236994219653179
ACAP3	0.277456647398844
PUSL1	0.208092485549133
CPTP	0.179190751445087
TAS1R3	0.213872832369942
DVL1	0.346820809248555
MXRA8	0.329479768786127
AURKAIP1	0.190751445086705
CCNL2	0.219653179190751
MRPL20	0.092485549132948
ANKRD65	0.341040462427746
TMEM88B	0.196531791907514
VWA1	0.15028901734104
ATAD3C	0.283236994219653
ATAD3B	0.196531791907514
ATAD3A	0.283236994219653
TMEM240	0.329479768786127
SSU72	0.0982658959537572
FNDC10	0.271676300578035
MIB2	0.225433526011561
MMP23B	0.312138728323699
CDK11B	0.271676300578035
SLC35E2B	0.208092485549133
CDK11A	0.260115606936416
NADK	0.196531791907514
GNB1	0.167630057803468
CALML6	0.069364161849711
TMEM52	0.138728323699422
CFAP74	0.202312138728324
GABRD	0.294797687861272
PRKCZ	0.132947976878613
FAAP20	0.138728323699422
SKI	0.294797687861272
MORN1	0.161849710982659
RER1	0.173410404624277
PEX10	0.184971098265896
PLCH2	0
PANK4	0.15028901734104
HES5	0.0982658959537572
TNFRSF14	0.109826589595376
MMEL1	0.161849710982659
TTC34	0.179190751445087
ACTRT2	0
PRDM16	0.398843930635838
ARHGEF16	0.0232558139534884
MEGF6	0.238372093023256
TPRG1L	0.430232558139535
WRAP73	0.319767441860465
TP73	0.23121387283237
CCDC27	0.38953488372093
SMIM1	0.238372093023256
LRRC47	0.222222222222222
CEP104	0.181286549707602
DFFB	0.216374269005848
C1orf174	0.298245614035088
AJAP1	0.268571428571429
NPHP4	0.301136363636364
KCNAB2	0.278409090909091
CHD5	0.44
RPL22	0.377142857142857
RNF207	0.274285714285714
ICMT	0.228571428571429
HES3	0.028735632183908
GPR153	0.270114942528736
ACOT7	0.24
HES2	0.234285714285714
ESPN	0.251428571428571
TNFRSF25	0.2
PLEKHG5	0.154285714285714
NOL9	0.32
TAS1R1	0.113636363636364
ZBTB48	0.0170454545454545
KLHL21	0.340909090909091
PHF13	0.176136363636364
THAP3	0.142045454545455
DNAJC11	0.272727272727273
CAMTA1	0.235632183908046
VAMP3	0.307692307692308
PER3	0.396449704142012
UTS2	0.100591715976331
TNFRSF9	0.0828402366863905
PARK7	0.124260355029586
ERRFI1	0.248520710059172
SLC45A1	0.366863905325444
RERE	0.276470588235294
ENO1	0.284023668639053
CA6	0.0887573964497041
SLC2A7	0.366863905325444
SLC2A5	0.257309941520468
GPR157	0.0350877192982456
H6PD	0.222222222222222
SPSB1	0.235294117647059
SLC25A33	0.188235294117647
TMEM201	0.288235294117647
PIK3CD	0.288235294117647
CLSTN1	0.241176470588235
CTNNBIP1	0.123529411764706
LZIC	0.194117647058824
NMNAT1	0.288235294117647
RBP7	0.352941176470588
UBE4B	0.257309941520468
KIF1B	0.235294117647059
PGD	0.0705882352941176
CENPS	0.276470588235294
CORT	0.289940828402367
DFFA	0.218934911242604
PEX14	0.301775147928994
CASZ1	0.345238095238095
C1orf127	0.143712574850299
TARDBP	0.209580838323353
MASP2	0.240963855421687
SRM	0.319277108433735
EXOSC10	0.301204819277108
MTOR	0.240963855421687
ANGPTL7	0.409638554216867
UBIAD1	0.253012048192771
DISP3	0.204819277108434
FBXO2	0.240963855421687
FBXO44	0.192771084337349
FBXO6	0.373493975903614
MAD2L2	0.301204819277108
DRAXIN	0.255952380952381
AGTRAP	0.281437125748503
C1orf167	0.18562874251497
MTHFR	0.395209580838323
CLCN6	0.155688622754491
NPPA	0.0783132530120482
NPPB	0.168674698795181
KIAA2013	0.192771084337349
PLOD1	0.313253012048193
MFN2	0.325301204819277
MIIP	0.355421686746988
TNFRSF8	0.156626506024096
TNFRSF1B	0.224242424242424
VPS13D	0.448484848484848
DHRS3	0.159509202453988
AADACL4	0.404907975460123
AADACL3	0.098159509202454
C1orf158	0.172839506172839
PRAMEF12	0.0802469135802469
PRAMEF1	0.0925925925925926
PRAMEF11	0.0123456790123457
HNRNPCL1	0.228395061728395
PRAMEF2	0.0555555555555556
PRAMEF4	0.0246913580246914
PRAMEF10	0.0185185185185185
PRAMEF7	0.0185185185185185
PRAMEF6	0.00617283950617284
PRAMEF27	0.00617283950617284
HNRNPCL3	0.0493827160493827
PRAMEF25	0
HNRNPCL2	0.172839506172839
PRAMEF26	0
HNRNPCL4	0.0123456790123457
PRAMEF13	0
PRAMEF18	0.0432098765432099
PRAMEF5	0.00617283950617284
PRAMEF8	0.0185185185185185
PRAMEF15	0.0246913580246914
PRAMEF14	0.0246913580246914
PRAMEF19	0
PRAMEF17	0.0493827160493827
PRAMEF20	0.0185185185185185
LRRC38	0.251533742331288
PDPN	0.276073619631902
PRDM2	0.310975609756098
KAZN	0.173652694610778
TMEM51	0.0487804878048781
FHAD1	0.189024390243902
EFHD2	0.0679012345679012
CTRC	0.0679012345679012
CELA2A	0.226993865030675
CELA2B	0.0920245398773006
CASP9	0.153374233128834
DNAJC16	0.122699386503067
AGMAT	0.0368098159509202
DDI2	0.159509202453988
RSC1A1	0
PLEKHM2	0.296296296296296
SLC25A34	0.283950617283951
TMEM82	0.302469135802469
FBLIM1	0.253086419753086
UQCRHL	0.166666666666667
SPEN	0.177914110429448
ZBTB17	0.219512195121951
HSPB7	0.363636363636364
CLCNKA	0.248484848484848
CLCNKB	0.260606060606061
FAM131C	0.23030303030303
EPHA2	0.0304878048780488
ARHGEF19	0.121951219512195
FBXO42	0.147239263803681
SZRD1	0.3375
SPATA21	0.35
NECAP2	0.130434782608696
NBPF1	0.0914634146341463
CROCC	0.286585365853659
MFAP2	0.347560975609756
ATP13A2	0.298780487804878
SDHB	0.298136645962733
PADI2	0.283950617283951
PADI1	0.0674846625766871
PADI3	0.111111111111111
PADI4	0.108433734939759
PADI6	0.186746987951807
RCC2	0.403614457831325
ARHGEF10L	0.227544910179641
ACTL8	0.260606060606061
IGSF21	0.325301204819277
KLHDC7A	0.121212121212121
PAX7	0.103030303030303
TAS1R2	0.0670731707317073
ALDH4A1	0.122699386503067
IFFO2	0.231707317073171
UBR4	0.219512195121951
EMC1	0.333333333333333
MRTO4	0.265432098765432
AKR7A3	0.166666666666667
AKR7A2	0.216049382716049
PQLC2	0.398773006134969
CAPZB	0.355828220858896
MINOS1	0.189024390243902
NBL1	0.368098159509202
MINOS1-NBL1	0.0914634146341463
HTR6	0.214723926380368
TMCO4	0.184049079754601
RNF186	0.355828220858896
OTUD3	0.280487804878049
PLA2G2E	0.0792682926829268
PLA2G2A	0.353658536585366
PLA2G5	0.280487804878049
PLA2G2D	0.103658536585366
PLA2G2F	0.207317073170732
PLA2G2C	0.158536585365854
UBXN10	0.225609756097561
VWA5B1	0.146341463414634
CAMK2N1	0.310975609756098
MUL1	0.231707317073171
FAM43B	0.268292682926829
CDA	0.23030303030303
PINK1	0.357575757575758
DDOST	0.303030303030303
KIF17	0.236363636363636
SH2D5	0.187878787878788
HP1BP3	0.265060240963855
EIF4G3	0.220238095238095
ECE1	0.218181818181818
NBPF3	0.133333333333333
ALPL	0.152439024390244
RAP1GAP	0.146341463414634
USP48	0.268292682926829
LDLRAD2	0.404907975460123
HSPG2	0.165644171779141
CELA3B	0.148148148148148
CELA3A	0.0925925925925926
CDC42	0.191358024691358
WNT4	0.0683229813664596
ZBTB40	0.15625
EPHA8	0.371069182389937
C1QA	0.314465408805031
C1QC	0.333333333333333
C1QB	0.314465408805031
EPHB2	0.347826086956522
LACTBL1	0.06875
KDM1A	0.26875
LUZP1	0.275
HTR1D	0.132075471698113
HNRNPR	0.304347826086957
ZNF436	0.211180124223602
TCEA3	0.37888198757764
ASAP3	0.246913580246914
E2F2	0.264150943396226
ID3	0.169811320754717
RPL11	0.19620253164557
PITHD1	0.132911392405063
LYPLA2	0.139240506329114
GALE	0.145569620253165
HMGCL	0.227848101265823
FUCA1	0.120253164556962
CNR2	0.0949367088607595
PNRC2	0.288461538461538
SRSF10	0.329032258064516
MYOM3	0.257861635220126
IL22RA1	0.229813664596273
IFNLR1	0.0308641975308642
GRHL3	0.05
STPG1	0.05625
NIPAL3	0.0993788819875776
RCAN3	0.0316455696202532
NCMAP	0.35
SRRM1	0.191082802547771
CLIC4	0.20253164556962
RUNX3	0.177215189873418
SYF2	0.214285714285714
RSRP1	0.272727272727273
RHD	0.11038961038961
TMEM50A	0.279220779220779
RHCE	0.212903225806452
LDLRAP1	0.161290322580645
MAN1C1	0.435897435897436
MTFR1L	0.331168831168831
AUNIP	0.506410256410256
PAQR7	0.192307692307692
STMN1	0.435897435897436
PAFAH2	0.167741935483871
EXTL1	0.301282051282051
SLC30A2	0.474358974358974
TRIM63	0.269230769230769
PDIK1L	0.329113924050633
FAM110D	0.424050632911392
ZNF593	0.139240506329114
CNKSR1	0.170886075949367
CATSPER4	0.335443037974684
CEP85	0.366459627329193
SH3BGRL3	0.167701863354037
UBXN11	0.302469135802469
CD52	0.216049382716049
ZNF683	0.130434782608696
LIN28A	0.304347826086957
DHDDS	0.271604938271605
HMGN2	0.327160493827161
RPS6KA1	0.128834355828221
ARID1A	0.393063583815029
PIGV	0.16374269005848
ZDHHC18	0.327380952380952
SFN	0.0654761904761905
GPN2	0.189349112426035
GPATCH3	0.18562874251497
NUDC	0.209580838323353
NR0B2	0.239520958083832
KDF1	0.00602409638554217
TRNP1	0.345454545454545
SLC9A1	0.164634146341463
WDTC1	0.359756097560976
TMEM222	0.23780487804878
SYTL1	0.00609756097560976
MAP3K6	0.323170731707317
FCN3	0.164634146341463
CD164L2	0.182926829268293
GPR3	0.195121951219512
WASF2	0.463855421686747
AHDC1	0.427710843373494
FGR	0.27710843373494
IFI6	0.475903614457831
FAM76A	0.341317365269461
STX12	0.526946107784431
PPP1R8	0.265060240963855
THEMIS2	0.313253012048193
RPA2	0.133333333333333
SMPDL3B	0.225609756097561
XKR8	0.343558282208589
EYA3	0.153374233128834
PTAFR	0.354037267080745
DNAJC8	0.298136645962733
SESN2	0.211180124223602
MED18	0.093167701863354
PHACTR4	0.0797546012269939
RCC1	0.450617283950617
TRNAU1AP	0.265432098765432
TAF12	0.308641975308642
RAB42	0.354037267080745
GMEB1	0.098159509202454
YTHDF2	0.153374233128834
OPRD1	0.191358024691358
EPB41	0.253086419753086
TMEM200B	0.281045751633987
SRSF4	0.337662337662338
MECR	0.263157894736842
PTPRU	0.124183006535948
MATN1	0.187919463087248
LAPTM5	0.308724832214765
SDC3	0.295302013422819
PUM1	0.22972972972973
NKAIN1	0.166666666666667
SNRNP40	0.172413793103448
ZCCHC17	0.213793103448276
FABP3	0.243055555555556
SERINC2	0.0620689655172414
TINAGL1	0.345070422535211
HCRTR1	0.321678321678322
PEF1	0.300699300699301
COL16A1	0.363636363636364
ADGRB2	0.267605633802817
SPOCD1	0.0780141843971631
PTP4A2	0.246478873239437
KHDRBS1	0.267605633802817
TMEM39B	0.167832167832168
KPNA6	0.286713286713287
TXLNA	0.27972027972028
CCDC28B	0.237762237762238
IQCC	0.230769230769231
DCDC2B	0.153846153846154
TMEM234	0.328671328671329
EIF3I	0.132867132867133
FAM167B	0.125874125874126
LCK	0.0839160839160839
HDAC1	0.118881118881119
MARCKSL1	0.274647887323944
TSSK3	0.232394366197183
FAM229A	0.26056338028169
BSDC1	0.181818181818182
ZBTB8B	0.23943661971831
ZBTB8A	0.302816901408451
ZBTB8OS	0.26056338028169
RBBP4	0.366197183098592
SYNC	0.274647887323944
KIAA1522	0.148936170212766
YARS	0.457746478873239
S100PBP	0.177304964539007
FNDC5	0.295774647887324
HPCA	0.13986013986014
TMEM54	0.195804195804196
RNF19B	0.25
AK2	0.1875
AZIN2	0.282758620689655
TRIM62	0.220689655172414
ZNF362	0.188811188811189
A3GALT2	0.230769230769231
PHC2	0.256944444444444
ZSCAN20	0.0763888888888889
CSMD2	0.294520547945205
HMGB4	0.0277777777777778
C1orf94	0.444444444444444
SMIM12	0.210884353741497
GJB5	0.0205479452054795
GJB4	0.00684931506849315
GJB3	0.00684931506849315
GJA4	0.292517006802721
DLGAP3	0.25
TMEM35B	0.158620689655172
ZMYM6	0.372413793103448
ZMYM1	0.238095238095238
SFPQ	0.0945945945945946
ZMYM4	0.194630872483221
KIAA0319L	0.087248322147651
NCDN	0.290540540540541
TFAP2E	0.222972972972973
PSMB2	0.398648648648649
C1orf216	0.0939597315436242
CLSPN	0.389261744966443
AGO4	0.27891156462585
AGO1	0.197278911564626
AGO3	0.297297297297297
TEKT2	0.283783783783784
ADPRHL2	0.25503355704698
COL8A2	0.241610738255034
TRAPPC3	0.286666666666667
MAP7D1	0.28476821192053
THRAP3	0.26
SH3D21	0.146666666666667
EVA1B	0.2
STK40	0.422818791946309
LSM10	0.12751677852349
OSCP1	0.288590604026846
MRPS15	0.416107382550336
CSF3R	0.214765100671141
GRIK3	0.483221476510067
ZC3H12A	0.0979020979020979
MEAF6	0.181818181818182
SNIP1	0.27972027972028
DNALI1	0.412587412587413
GNL2	0.111888111888112
RSPO1	0.412587412587413
C1orf109	0.267605633802817
CDCA8	0.408450704225352
EPHA10	0.28169014084507
MANEAL	0.347517730496454
YRDC	0.0425531914893617
C1orf122	0.177304964539007
MTF1	0.24113475177305
INPP5B	0.345070422535211
SF3A3	0.154929577464789
FHL3	0.216783216783217
UTP11	0.244755244755245
POU3F1	0.251748251748252
RRAGC	0.22972972972973
MYCBP	0.141891891891892
GJA9-MYCBP	0.0268456375838926
GJA9	0.214765100671141
RHBDL2	0.0132450331125828
AKIRIN1	0.289473684210526
NDUFS5	0.184210526315789
MACF1	0.184210526315789
BMP8A	0.245033112582781
PABPC4	0.144736842105263
HEYL	0.157894736842105
NT5C1A	0.0263157894736842
HPCAL4	0.0855263157894737
PPIE	0.0980392156862745
BMP8B	0.217105263157895
OXCT2	0.131578947368421
TRIT1	0.184210526315789
MYCL	0.0993377483443709
MFSD2A	0
CAP1	0.162337662337662
PPT1	0.0974025974025974
RLF	0.174193548387097
TMCO2	0.174193548387097
ZMPSTE24	0.129032258064516
COL9A2	0.161290322580645
SMAP2	0.229299363057325
ZFP69B	0.212903225806452
ZFP69	0.167741935483871
EXO5	0.209150326797386
ZNF684	0.144736842105263
RIMS3	0.225165562913907
NFYC	0.134228187919463
KCNQ4	0.236486486486486
CITED4	0.201342281879195
CTPS1	0.0397350993377483
SLFNL1	0.145695364238411
SCMH1	0.144736842105263
FOXO6	0.251655629139073
EDN2	0.106666666666667
HIVEP3	0.213333333333333
GUCA2B	0.116438356164384
GUCA2A	0.267123287671233
FOXJ3	0.122448979591837
RIMKLA	0.13013698630137
ZMYND12	0.224489795918367
PPCS	0.149659863945578
CCDC30	0.129251700680272
PPIH	0.150684931506849
YBX1	0.212328767123288
CLDN19	0.253424657534247
P3H1	0.198630136986301
C1orf50	0.136986301369863
SVBP	0.136986301369863
ERMAP	0.164383561643836
ZNF691	0.10958904109589
SLC2A1	0.0547945205479452
FAM183A	0
EBNA1BP2	0.213793103448276
CFAP57	0.144827586206897
TMEM125	0
C1orf210	0
TIE1	0.268965517241379
MPL	0.206896551724138
CDC20	0.337931034482759
ELOVL1	0.096551724137931
MED8	0.248275862068966
SZT2	0.222972972972973
HYI	0.183673469387755
PTPRF	0.13013698630137
KDM4A	0.158620689655172
ST3GAL3	0.321917808219178
ARTN	0.150684931506849
IPO13	0.0616438356164384
DPH2	0.246575342465753
ATP6V0B	0.212328767123288
B4GALT2	0.198630136986301
CCDC24	0.150684931506849
SLC6A9	0.0616438356164384
KLF17	0.170068027210884
DMAP1	0.102040816326531
ERI3	0.204081632653061
RNF220	0.0958904109589041
TMEM53	0.166666666666667
KIF2C	0.35
RPS8	0.122302158273381
BEST4	0.172661870503597
PLK3	0.20863309352518
TCTEX1D4	0.0719424460431655
BTBD19	0.179856115107914
PTCH2	0.3
EIF2B3	0.191489361702128
HECTD3	0.148936170212766
UROD	0.141843971631206
ZSWIM5	0.25531914893617
HPDL	0.185714285714286
MUTYH	0.157142857142857
TOE1	0.2
TESK2	0.184397163120567
CCDC163	0.164285714285714
MMACHC	0.214285714285714
PRDX1	0.0714285714285714
AKR1A1	0.1
NASP	0.172661870503597
CCDC17	0.20863309352518
GPBP1L1	0.0719424460431655
TMEM69	0.287769784172662
IPP	0.198581560283688
MAST2	0.0979020979020979
PIK3R3	0.282758620689655
TSPAN1	0.0416666666666667
POMGNT1	0.0902777777777778
LURAP1	0.319444444444444
RAD54L	0.223776223776224
LRRC41	0.174825174825175
UQCRH	0.153846153846154
NSUN4	0.125874125874126
FAAH	0.0985915492957746
DMBX1	0.197183098591549
KNCN	0.0633802816901408
MKNK1	0.096551724137931
MOB3C	0.16551724137931
ATPAF1	0.227586206896552
TEX38	0.0689655172413793
EFCAB14	0.164383561643836
CYP4B1	0.104895104895105
CYP4A11	0.0935251798561151
CYP4X1	0.122302158273381
CYP4Z1	0.0869565217391304
CYP4A22	0.191176470588235
PDZK1IP1	0.0948905109489051
TAL1	0.248175182481752
STIL	0.333333333333333
CMPK1	0.159420289855072
FOXE3	0.202898550724638
FOXD2	0.201438848920863
TRABD2B	0.354609929078014
SLC5A9	0.277372262773723
SPATA6	0.307142857142857
AGBL4	0.19496855345912
BEND5	0.125874125874126
ELAVL4	0.132867132867133
DMRTA2	0.258992805755396
FAF1	0.286713286713287
CDKN2C	0.148936170212766
C1orf185	0.0137931034482759
RNF11	0.333333333333333
TTC39A	0.048951048951049
EPS15	0.256944444444444
OSBPL9	0.125874125874126
NRDC	0.269503546099291
RAB3B	0.170212765957447
TXNDC12	0.271428571428571
KTI12	0.135714285714286
BTF3L4	0.228571428571429
ZFYVE9	0.243055555555556
CC2D1B	0.166666666666667
ORC1	0.363636363636364
PRPF38A	0.195804195804196
GPX7	0.291666666666667
